ParticleID,Total Distance,Net Displacement,Straightness Index,Average Velocity,Max Velocity,Velocity Std Dev,Min Distance to Shore,Avg Distance to Shore,Shore Distance Std Dev,Total Time Steps,Direction Change Std Dev,Beached,Beaching Time Step,Start Latitude,Start Longitude,End Latitude,End Longitude
49,19.120049409231672,7.190844685605437,0.3760892313454747,0.06960352992993164,0.2883430930974418,0.05415109955250183,0.0,166254.5679194492,98696.69482652427,8478,82.87888961956972,True,8478.0,52.6642,4.11523,59.7829,5.13128
50,18.73433447620376,7.263437892926459,0.3877072816305503,0.035924197465979135,0.2807153238994979,0.05255981426909955,422.277,82527.8931068522,101623.71291159472,16096,64.851394242974,False,,52.8528,4.16561,60.0526,5.12499
51,18.396587396415363,7.33356636869811,0.39863732390536083,0.07727221308176299,0.27318901080570573,0.05313002348485201,0.0,165055.8777022177,78940.94077852221,7349,81.80683734891429,True,7349.0,53.0153,4.20756,60.3083,4.97785
52,18.14511906802092,7.394174038146515,0.40750209521512903,0.07689623534728844,0.2723737189451288,0.05361296778647971,0.0,156317.29766801783,77933.3005722402,7284,81.25917431736742,True,7284.0,53.1266,4.27471,60.4957,4.88313
53,17.836178932396862,7.3725237635493635,0.41334659130147156,0.0765095182817386,0.2798728144032571,0.05420309620776741,0.0,148127.10276252188,76015.26343060232,7196,80.48528656923705,True,7196.0,53.2628,4.34184,60.6206,4.80755
54,17.786312992245847,7.35829531307354,0.4137054889499288,0.07152753757981808,0.2883143416550762,0.055408765178046576,0.0,128766.48829248307,78503.20782502055,7675,79.78332116771386,True,7675.0,53.3835,4.45095,60.7228,4.97933
55,17.115804692686034,7.289499442348558,0.42589288515681206,0.07773914138957616,0.2931878764018049,0.05482723687518002,0.0,131777.66171369722,67749.56987909286,6796,79.34877866907081,True,6796.0,53.4688,4.59364,60.7572,4.72024
56,16.729053983770495,7.194125461068919,0.4300377934130776,0.07175188184273303,0.3035532348238114,0.054837604996264874,0.0,102228.31513887733,71574.395933973,7196,76.64961377092878,True,7196.0,53.5639,4.88743,60.758,4.90657
57,15.844851052954919,7.003656967641975,0.44201469261119103,0.07328086498131199,0.3112654160680238,0.053983679635321136,0.0,94851.48019604494,68999.45865465714,6674,74.68941597212915,True,6674.0,53.5939,5.13086,60.5913,4.83488
58,12.080256189465604,5.535338034492564,0.45821362955195993,0.08270422809454155,0.32344423609642514,0.054998015440144175,0.0,107474.4288832816,57666.78717767324,4509,76.54904002422023,True,4509.0,53.6238,5.55898,59.1482,5.21117
59,11.734692897881382,5.5017614221629,0.4688457951171611,0.08160085078451684,0.3238274010410484,0.05638727859724576,0.0,89856.43589936937,61273.0730460727,4439,74.97473409383099,True,4439.0,53.6987,5.87802,59.1814,5.42044
60,10.958779229342923,5.330284971978521,0.48639404631003946,0.08328330222259198,0.3281827926095456,0.05725043684141805,0.0,82814.83980388875,64157.070516901076,4062,74.9933097919319,True,4062.0,53.7544,6.05579,59.0448,5.40494
61,8.548309064191042,4.666256608288914,0.5458689634697361,0.08470969657809022,0.33711935992019204,0.0619833828929128,0.0,77242.27685186134,71247.74187863464,3115,73.3841534231171,True,3115.0,53.844,6.34977,58.4858,5.87265
62,7.492843103714455,4.465561924607024,0.5959769693286777,0.07771342122514364,0.34537735015631815,0.06455892396843702,0.0,66264.1582784313,70981.01233663331,2976,72.12356895077222,True,2976.0,53.8639,6.6101,58.3189,6.30315
63,5.561640429421873,4.222898871817794,0.7592901636499287,0.10009868824829453,0.353583984457724,0.06937672016295238,0.0,86056.93431066434,63796.18372941247,1715,58.84059883820389,True,1715.0,53.9185,6.97956,58.1227,6.5826
64,5.195128592214839,4.133328190889275,0.7956161464575245,0.11956944113082935,0.35691393865328375,0.06156922840878512,0.0,89375.38543390464,46058.075208670416,1341,44.86794109723166,True,1341.0,53.9631,7.27345,58.068,6.78951
65,5.096183958641386,4.075083970288219,0.7996343937660001,0.11844495366772997,0.3582538601187711,0.06071310936108986,0.0,69369.2167552295,37154.82613709298,1328,44.50992096842025,True,1328.0,53.978,7.58411,58.0362,7.21354
66,5.011146374783075,4.013664197413628,0.8009473077080838,0.11602855719188908,0.3526184012101467,0.05989338703197423,0.0,53187.59275727137,30744.668651408858,1333,43.53007621409815,True,1333.0,54.0077,7.82768,58.0117,7.54932
67,26.687571855550466,8.474414248011477,0.31754159928374953,0.06768376752351796,0.34544806227275326,0.05244823735025102,0.0,88360.64023896786,59060.90139240071,12168,95.3397868627529,True,12168.0,51.4776,1.63789,59.3135,4.86502
68,25.047109859558287,9.236602397526921,0.3687691893123597,0.07587699038397838,0.388496906135686,0.055914111838262955,0.0,168619.36257641343,79854.5433298948,10187,93.55810303867025,True,10187.0,51.5879,2.01591,60.3496,4.93951
69,25.53663262223771,9.336693731637551,0.36561961280309946,0.07821162858201686,0.37981794874518504,0.05624448869320784,0.0,206586.77380041676,97228.28763907168,10077,92.55712675813889,True,10077.0,51.6351,2.16708,60.5907,4.80736
70,25.0827348122568,7.8711606827773535,0.3138079137579158,0.08126319543786416,0.355224161071569,0.056499750570273344,0.0,248103.99118993385,101769.27106817518,9526,92.78697926394169,True,9526.0,51.7814,2.56173,59.3059,4.87194
71,24.814436674639158,7.263153073590005,0.29269868862318726,0.08152870177875467,0.33917251441325547,0.05493656921746487,0.0,246799.31698020012,93133.70375614098,9393,91.0576953541103,True,9393.0,51.9427,2.80525,58.6688,5.54623
72,24.899249481478297,6.997678514736158,0.2810397365567783,0.08253702334857699,0.332000419195895,0.055051330574849004,0.0,242001.01683618303,90252.30364489721,9310,90.08240797671006,True,9310.0,52.0879,3.01515,58.4444,5.94131
73,24.839557334425567,6.813551663625955,0.27430245925449476,0.08330253992498715,0.31640843521309603,0.05475248790024505,0.0,235435.55059199265,93012.31396363552,9203,88.62063378830042,True,9203.0,52.2635,3.17469,58.2901,6.35346
74,23.84440750678295,6.535771596804774,0.2741008177680893,0.08142086408208848,0.31763947203079157,0.05324057580007324,0.0,221515.594034104,103458.26412554712,9039,87.2188303338364,True,9039.0,52.4129,3.35943,58.09,6.59777
75,20.074448525041305,6.609699729193451,0.32925934283815406,0.07795599007934338,0.3180577087762534,0.05183040525996191,0.0,229798.09965820127,97149.43273235063,7949,85.54741735737811,True,7949.0,52.5207,3.4854,58.8002,5.54841
76,19.824830580773586,7.198827680560219,0.3631217755546294,0.0692461683833155,0.3020384346420171,0.05325419770184846,0.0,187992.2358084769,109423.63558794289,8836,82.18254460141625,True,8836.0,52.6896,3.65336,59.7072,5.25848
77,19.091724550400286,7.136991127786271,0.3738264245823007,0.07602722515420268,0.2944972220751836,0.052703344030603165,0.0,200394.64153800157,87242.34658625284,7751,83.27998034048973,True,7751.0,52.8374,3.73735,59.8435,5.09794
78,18.818315061130345,7.247297636609107,0.385119369777083,0.0769569301873581,0.2852489927414293,0.0527522272155457,0.0,187138.65077196978,81583.73134528782,7548,82.4307508818625,True,7548.0,53.0202,3.8549,60.165,5.06946
79,18.58191291778609,7.326645378896132,0.39428908160920667,0.07676604907461029,0.2787416599093146,0.053262829029739854,0.0,179234.17122076006,80691.04337241965,7472,81.70607630141417,True,7472.0,53.172,3.88007,60.4178,4.96548
80,18.209997284983153,7.318592951688187,0.4018997277788423,0.07718270172737458,0.2708819611805113,0.05389829795058924,0.0,172416.09600255353,77625.06429116557,7283,81.33633856257923,True,7283.0,53.3282,3.93882,60.5979,4.78337
81,17.99011686556311,7.399592320857958,0.41131429974322975,0.06447592219092362,0.2828841651436149,0.0571025654111124,0.0,130389.32265023491,90186.348310686,8611,78.11924605587983,True,8611.0,53.5139,4.08153,60.8706,4.8771
82,17.76171727184278,7.407884593836491,0.41707029114690564,0.034059073291891395,0.2902096752780651,0.052755652340798424,5.17607,65035.9331578847,86477.33468087393,16096,62.6502530272068,False,,53.599,4.21583,60.9775,4.87499
83,17.15065754727102,7.29470014682578,0.42533063975652047,0.07638129507963357,0.30049480026283315,0.05499757846420561,0.0,122959.86470718512,71222.01423875752,6930,77.5489392829164,True,6930.0,53.6888,4.53483,60.9772,4.83794
84,16.6079610304555,7.052079907949145,0.42462045130146425,0.060310896121125515,0.3121192064788708,0.056286869869158644,0.0,83076.12067857185,75733.60437600427,8496,77.13641688212192,True,8496.0,53.7386,4.83705,60.7896,4.96046
85,12.393025603922124,5.545145893202451,0.4474408486211416,0.083952267231949,0.3192319010781974,0.055169161056963956,0.0,122137.5811410487,59471.425510993235,4557,78.10281335883569,True,4557.0,53.7635,5.13089,59.3029,4.87852
86,12.033434891174103,5.350475330519713,0.44463408651872194,0.08339746822259624,0.3279886733547364,0.05617367594168649,0.0,108251.7891647138,59461.836537204894,4454,76.62982356156417,True,4454.0,53.8033,5.41634,59.1495,5.20249
87,11.622008692433116,5.3556556690661115,0.4608201396848966,0.08402221679398272,0.3270587353320501,0.05743181592841911,0.0,93712.91965258721,61890.4818612002,4270,75.94845834525563,True,4270.0,53.868,5.71861,59.1967,5.18195
88,9.862869294994118,4.759053540946979,0.48252221525052846,0.08713851144694976,0.33479811051587494,0.060339072316024034,0.0,85894.65964507869,68093.80011569241,3494,75.80206265742969,True,3494.0,53.9284,6.0139,58.6653,5.55524
89,7.490081729179716,4.384841914197134,0.5854197688010201,0.07732367661674053,0.34373356637081576,0.06571680724433145,0.0,72661.13852316115,77144.1446896709,2990,70.78122513646935,True,2990.0,54.0127,6.29942,58.3898,6.03897
90,6.788860056918302,4.322703539638128,0.6367348131197673,0.0877206591827634,0.34847402888163703,0.06524135148434985,0.0,79572.27510062762,73355.01415104854,2389,66.80874666921403,True,2389.0,54.0176,6.57653,58.3273,6.24149
91,5.44773600593077,4.234644400950339,0.7773218812989877,0.11840909606645388,0.3472043668345777,0.06297700335621549,0.0,107590.75383638282,59082.116594548366,1420,46.99856233144745,True,1420.0,54.0622,6.84525,58.273,6.3965
92,5.108549524318969,4.036232804100873,0.7900937017223009,0.1206386917589958,0.3569603562932444,0.06299749827548383,0.0,96966.26643103974,48712.71765392816,1307,45.297104508272405,True,1307.0,54.0869,7.11397,58.0901,6.59864
93,4.889111096911834,3.8942005119022802,0.7965048113474082,0.1166165362435287,0.36156672975952864,0.06197265572476069,0.0,58409.65994749035,32522.73192516402,1294,44.59586854949966,True,1294.0,54.1511,7.685,58.0316,7.35863
94,5.005017739214111,3.971575055428266,0.7935186771289813,0.11929309451974027,0.3597100049887409,0.06281237044721741,0.0,79454.52596574073,41157.01098669252,1295,45.21728221835285,True,1295.0,54.1067,7.39947,58.0531,6.953
95,24.41346546433534,8.7449910998754,0.35820359516966604,0.07189842200120188,0.38313545645632957,0.055248368627229164,0.0,123180.87359310049,67623.24648513264,10478,93.72333534146571,True,10478.0,51.7862,1.78077,59.891,5.06514
96,26.331112432250244,9.074027780120575,0.34461239734811744,0.08095740930434354,0.37728224822935946,0.05717220168618142,0.0,234594.48388923798,112940.4140893029,10038,91.81262251748521,True,10038.0,51.9217,2.16715,60.6046,4.80253
97,26.457506528032063,8.580850327380144,0.3243257378879837,0.08267495139072183,0.3402883535733922,0.05643623249288253,0.0,243824.86740282472,110778.66777612713,9876,90.47124125713907,True,9876.0,52.0204,2.46944,60.202,5.05641
98,25.002643532885067,7.142779764657453,0.2856809823034438,0.08219133259906201,0.338943136177737,0.055256673419961364,0.0,253009.03003186703,98218.13819172133,9388,90.56573972281618,True,9388.0,52.1498,2.63736,58.672,5.54944
99,25.006355519896367,6.925820170521326,0.27696239721981,0.08288644041908733,0.33382571167601816,0.05508002694964427,0.0,248219.07375576673,96756.24168633069,9311,89.57798397715173,True,9311.0,52.284,2.81366,58.4731,5.92204
100,2.1209688556941964,1.3418775752280858,0.6326719846100178,0.1076625389011215,0.27207736471268607,0.05338987091391937,0.0,57739.03159703948,35214.92088848147,607,56.24943455314845,True,607.0,57.1611,6.00426,58.4908,5.82389
101,0.44880084088524164,0.3839544915741944,0.8555119701132012,0.0205309468496754,0.18060021155480413,0.03765892601005957,0.0,4906.195210979228,8305.350788880043,673,72.06457603604463,True,673.0,50.2682,-2.3109,50.6063,-2.12894
102,0.3718775410857549,0.3378758286708325,0.9085674485325221,0.06471887612569445,0.16122450462163002,0.04505276592798458,0.0,12395.108723033709,10724.216925106275,177,31.199072397587233,True,177.0,50.2864,-1.46995,50.5855,-1.31279
103,0.584846700904528,0.49629561155524843,0.8485909397927255,0.027428417451998113,0.17128367880288536,0.041084153203763255,0.0,7803.849200843464,11960.359460577074,657,68.27145001785316,True,657.0,50.3761,-0.460533,50.8313,-0.26279
104,0.47825792862663197,0.41662566845550625,0.8711317544737643,0.021733127019674097,0.17827990591092985,0.03665043332359738,0.0,5977.986349883481,8642.500333603051,677,62.43744716542885,True,677.0,50.5015,0.464854,50.8734,0.65265
105,0.9783697689515578,0.7687005713540247,0.7856953431602663,0.03635184204964352,0.1848863044722621,0.04178986592241233,0.0,19502.31743629808,12136.689661554683,831,68.18294573214212,True,831.0,50.0518,-3.23629,50.7319,-2.87801
106,0.4049517593458768,0.36722523456319905,0.9068369900562531,0.09014374244308213,0.18001185532303143,0.054628785603796,0.0,13671.969386428571,12383.563172909706,139,34.50616529492458,True,139.0,49.9254,-4.04921,50.2358,-3.85298
